name,lat,lon,type,amenity,tags
Tisdall Park,49.22772308781207,-123.11944643894826,nature,nature,{}
Columbia Park,49.23151716427199,-123.11203084476453,nature,nature,{}
Winona Park,49.21549236367074,-123.1140544747181,nature,nature,{}
Oak Park,49.21551221392046,-123.12847914988672,nature,nature,{}
Shannon Park,49.21544535097439,-123.14251179367952,nature,nature,{}
Riverview Park,49.21228711062582,-123.14739176420629,nature,nature,{}
Eburne Park,49.206491649852744,-123.12920423870791,nature,nature,{}
McBride Park,49.26811512237871,-123.18074357178095,nature,nature,{}
Granville Park,49.25843902202903,-123.14367152529375,nature,nature,{}
Guelph Park,49.2640124184865,-123.09595769883268,nature,nature,{}
Robson Park,49.258179065237485,-123.09200711526046,nature,nature,{}
Prince Edward Park,49.25151307025319,-123.09764100932787,nature,nature,{}
Glen Park,49.24954702812445,-123.0829018619709,nature,nature,{}
Sunnyside Park,49.254949314352515,-123.08082208811535,nature,nature,{}
Clark Park,49.257105091170494,-123.07237388455545,nature,nature,{}
Cedar Cottage Park,49.26075585141777,-123.07651046821984,nature,nature,{}
W.C. Shelley Park,49.26305187475072,-123.07292502446774,nature,nature,{}
Mosaic Creek Park,49.273328703617565,-123.07410346537469,nature,nature,{}
Salsbury Park,49.27730882476185,-123.06801518031422,nature,nature,{}
Oxford Park,49.285547024585746,-123.06204144024622,nature,nature,{}
Cambridge Park,49.286288327846854,-123.06217495706905,nature,nature,{}
McGill Park,49.28866211701698,-123.05719765641963,nature,nature,{}
Burrard View Park,49.291064313666666,-123.05057014205414,nature,nature,{}
Dusty Greenwell Park,49.29211161669959,-123.04764510630021,nature,nature,{}
Callister Park,49.286200925729446,-123.04540733690803,nature,nature,{}
Italian Gardens - Hastings Park,49.284132642158326,-123.04318020457679,nature,nature,{}
The Sanctuary - Hastings Park,49.282348380497375,-123.0396683265882,nature,nature,{}
Empire Fields,49.28246782966264,-123.03318321353021,nature,nature,{}
Bates Park,49.29218666875672,-123.0247663798084,nature,nature,{}
Sahalli Park,49.263842903893064,-123.08891878739797,nature,nature,{}
Strathcona Park,49.27558567905559,-123.08815241431184,nature,nature,{}
Strathcona Park,49.275160054356505,-123.08479104934379,nature,nature,{}
Strathcona Linear Park,49.27718632080874,-123.08758704064462,nature,nature,{}
MacLean Park,49.27883780209809,-123.08849149045076,nature,nature,{}
Shaughnessy Park,49.255658811745235,-123.13512616513046,nature,nature,{}
Angus Park,49.25380182099037,-123.14382908734457,nature,nature,{}
Park Site on Trafalgar Street,49.244416028475456,-123.16510073784619,nature,nature,{}
Ravine Park,49.24070896056166,-123.15608041997538,nature,nature,{}
Arbutus Village Park,49.249604025061835,-123.1559362767449,nature,nature,{}
Chaldecott Park,49.24904656999097,-123.1922208122786,nature,nature,{}
Valdez Park,49.25235592433297,-123.17641650794874,nature,nature,{}
Locarno Beach Park,49.27483808051653,-123.20720181337579,nature,nature,{}
Jericho Beach Park,49.27175246519028,-123.19763987351965,nature,nature,{}
Hastings Mill Park,49.27278225448901,-123.18661776814335,nature,nature,{}
Jean Beaty Park,49.27192108560333,-123.17947349726913,nature,nature,{}
Point Grey Road Park,49.271630586953876,-123.17618607102365,nature,nature,{}
Volunteer Park,49.271587145464764,-123.16925215699699,nature,nature,{}
Margaret Pigott Park,49.272133072350904,-123.16747160349443,nature,nature,{}
Point Grey Park Site at Stephens Street,49.27261973283565,-123.16614510809526,nature,nature,{}
Point Grey Park Site at Trafalgar Street,49.27345264318021,-123.16457713476233,nature,nature,{}
Seaforth Peace Park,49.27152004631013,-123.14601566620222,nature,nature,{}
Delamont Park,49.26594726341626,-123.1521728196713,nature,nature,{}
Rosemary Brown Park,49.261796629454366,-123.1574063456744,nature,nature,{}
Granville Loop Park,49.26722682730422,-123.13739089323536,nature,nature,{}
Choklit Park,49.26542464999999,-123.12893249999996,nature,nature,{}
Willow Park,49.264854145988714,-123.122050423779,nature,nature,{}
Charleson Park,49.26726495743994,-123.12421201755045,nature,nature,{}
George Wainborn Park,49.27251692355531,-123.12933518323513,nature,nature,{}
David Lam Park,49.272159069410804,-123.12458382478253,nature,nature,{}
May & Lorne Brown Park,49.27520985447449,-123.1320751234568,nature,nature,{}
Emery Barnes Park,49.276636206830545,-123.1241153458532,nature,nature,{}
Helmcken Park,49.27491937517116,-123.11971549017443,nature,nature,{}
Yaletown Park,49.27703733865348,-123.11897824545707,nature,nature,{}
Cathedral Square,49.28248939705402,-123.11370465873821,nature,nature,{}
Art Phillips Park,49.28565900211916,-123.12030245086731,nature,nature,{}
Nelson Park,49.282855263410895,-123.1296466491843,nature,nature,{}
Barclay Heritage Square,49.287255548716615,-123.13211755921412,nature,nature,{}
Devonian Harbour Park,49.29414674119556,-123.13442625865235,nature,nature,{}
Portal Park,49.28804291331091,-123.11919520875871,nature,nature,{}
Harbour Green Park,49.290035431063274,-123.12147833309847,nature,nature,{}
Marina Square,49.292445879491666,-123.13114532840706,nature,nature,{}
Cardero Park,49.2923563455029,-123.12794057605839,nature,nature,{}
CRAB Park at Portside,49.285171715090605,-123.10238200983994,nature,nature,{}
Wendy Poole Park,49.284302791468726,-123.09968307767237,nature,nature,{}
Doctor Sun Yat-Sen Park,49.27956816690399,-123.10315442116007,nature,nature,{}
Creekside Park,49.27455944192687,-123.10291707916363,nature,nature,{}
Coopers' Park,49.27323308738599,-123.11427712952037,nature,nature,{}
Jonathan Rogers Park,49.26428753952521,-123.10812184811451,nature,nature,{}
Major Matthews Park,49.26157992204112,-123.10720019651602,nature,nature,{}
Mount Pleasant Park,49.257109544027685,-123.10621939750895,nature,nature,{}
Tea Swamp Park,49.2569699986455,-123.09879926856378,nature,nature,{}
Grimmett Park,49.25397838727468,-123.10196200936052,nature,nature,{}
Hillcrest Park,49.24472601944129,-123.10838423666004,nature,nature,{}
Nat Bailey Stadium Park,49.242643323570164,-123.10660795579486,nature,nature,{}
Cartier Park,49.23761755295725,-123.09748969346343,nature,nature,{}
Oak Meadows Park,49.23839799942792,-123.12574965617031,nature,nature,{}
Cambie Park,49.22137398929729,-123.11787570615941,nature,nature,{}
Ash Park,49.21025820769163,-123.1195031076999,nature,nature,{}
Marpole Park,49.205511989719064,-123.13836735324091,nature,nature,{}
Park Site on Shaughnessy Street,49.202199331758735,-123.12490724337246,nature,nature,{}
William Mackie Park,49.2067795419081,-123.1428642232415,nature,nature,{}
Deering Island Park,49.218291654335275,-123.18521823740001,nature,nature,{}
Maple Grove Park,49.223726384264175,-123.16018794873466,nature,nature,{}
Arbutus Park,49.21658323459347,-123.15513819929464,nature,nature,{}
McCleery Park,49.22692153585117,-123.16421851102209,nature,nature,{}
Elm Park,49.233745665704745,-123.16348591983936,nature,nature,{}
Kerrisdale Centennial Park,49.23318121967241,-123.15710341808379,nature,nature,{}
Sunset Park,49.222803630825844,-123.09873844785494,nature,nature,{}
MacDonald Park,49.22976189452449,-123.09842668615354,nature,nature,{}
Grays Park,49.24097991414628,-123.08505474933114,nature,nature,{}
Kensington Park,49.23843975922183,-123.07535570781278,nature,nature,{}
Norquay Park,49.23720535559599,-123.05109310093644,nature,nature,{}
Earles Park,49.23348854884434,-123.04767952379126,nature,nature,{}
Gladstone-Riverside Park,49.20582911281738,-123.06008962472822,nature,nature,{}
Riverfront Park,49.205598915942616,-123.04853791229725,nature,nature,{}
Everett Crowley Park,49.21055933255794,-123.03636005760721,nature,nature,{}
Captain Cook Park,49.21866480596984,-123.03397021631922,nature,nature,{}
Champlain Heights Park,49.215676274632706,-123.03237236386974,nature,nature,{}
Collingwood Park,49.23706821338096,-123.03688639058088,nature,nature,{}
Gaston Park,49.23612134176208,-123.03109967369238,nature,nature,{}
Melbourne Park,49.236410184079496,-123.02900913086995,nature,nature,{}
Foster Park,49.234049112456646,-123.0287233123286,nature,nature,{}
Price Park,49.240103890474174,-123.02437840773513,nature,nature,{}
Carleton Park,49.241971860860474,-123.03043675548363,nature,nature,{}
Cariboo Park,49.244161214865144,-123.02887643471821,nature,nature,{}
Sunrise Park,49.266617100327466,-123.03513884268268,nature,nature,{}
Kaslo Park,49.26411369821135,-123.04591222511725,nature,nature,{}
Garden Park,49.268157732605175,-123.05901651835585,nature,nature,{}
Hastings Community Park,49.28056797690039,-123.04015670168023,nature,nature,{}
Adanac Park,49.27622777740486,-123.02565754100499,nature,nature,{}
Charles Park,49.27339658908234,-123.02762595269323,nature,nature,{}
Westmount Park,49.271808199999995,-123.21438086666666,nature,nature,{}
Stanley Park,49.302171416005834,-123.14266699226732,nature,nature,{}
English Bay Beach Park,49.28384441444269,-123.14174560043742,nature,nature,{}
Sunset Beach Park,49.2777107673915,-123.13663869796368,nature,nature,{}
Pigeon Park (Pioneer Place),49.2817292,-123.10457503333333,nature,nature,{}
Quilchena Park,49.24377804236376,-123.14908020816047,nature,nature,{}
Garden City Community Park,49.164264805734675,-123.12222151180241,nature,nature,{}
South Arm Community Park,49.13904052450111,-123.12480126172291,nature,nature,{}
Paulik Neighbourhood Park,49.15792705580678,-123.12134907416727,nature,nature,{}
McDonald Beach Park,49.21251857684432,-123.16819316408292,nature,nature,{}
Walter Lee Neighbourhood School Park,49.14543887005932,-123.12003637117016,nature,nature,{}
Camosun Park,49.257376984586735,-123.20140929956999,nature,nature,{}
Huff Boulevard Park,49.129016625674794,-122.9161716499308,nature,nature,{}
PARK_B,49.286084499999994,-122.97961816666665,nature,nature,{}
PARK_A,49.28641543333333,-122.98041836666667,nature,nature,{}
Lou Moro Park,49.28174480349009,-122.95814954605622,nature,nature,{}
Dynes Park,49.28096155329969,-122.98405784864347,nature,nature,{}
Town Centre Park,49.289334645205535,-122.78671758312223,nature,nature,{}
Aggie Park,49.26821639472776,-122.77420162203111,nature,nature,{}
Robert Burnaby Park,49.23301973923219,-122.93447270674469,nature,nature,{}
Camrose Park,49.259509634391904,-122.94796335777659,nature,nature,{}
Burnaby Lake Regional Park,49.24313354709613,-122.9394624757463,nature,nature,{}
Burnaby Lake Park,49.25733556555508,-122.97195337149965,nature,nature,{}
Willingdon Heights Park,49.27197293954796,-123.01304920580674,nature,nature,{}
Burnaby Heights Park,49.28835026125044,-123.01916532711655,nature,nature,{}
Riverview Forest,49.25222629224584,-122.81285646891023,nature,nature,{}
Mary Avenue Park,49.21603222669646,-122.93545929185241,nature,nature,{}
Blue Mountain Park,49.252497337351215,-122.86591104754625,nature,nature,{}
Mountain View Park,49.260905734837465,-122.87778333038564,nature,nature,{}
Como Lake Park,49.26020476821867,-122.8585126363982,nature,nature,{}
Sapperton Park,49.2274072,-122.89430125,nature,nature,{}
Mackin Park,49.236678893399116,-122.863122420915,nature,nature,{}
Coquitlam River Park,49.28401444981327,-122.7726640569329,nature,nature,{}
Charles Rummel Park,49.25313203906896,-122.93945561799285,nature,nature,{}
Eagle Creek Ravine Park,49.25399928649403,-122.94266606784555,nature,nature,{}
Harbourview Park,49.28798192488932,-122.98477813186246,nature,nature,{}
Greentree Village Park,49.24450788814532,-122.9972751836319,nature,nature,{}
Old Orchard Park,49.233158812904925,-123.00561831332647,nature,nature,{}
Westburn Ravine Park,49.241135059930215,-123.00524536994855,nature,nature,{}
George McLean Park,49.234972582273805,-123.01459827002961,nature,nature,{}
Jim Lorimer Park,49.26266435036897,-123.0132791207513,nature,nature,{}
Barnet Marine Park,49.2893861041181,-122.92526335778928,nature,nature,{}
Barnet Marine Park,49.29092122496612,-122.92696502401837,nature,nature,{}
George Green Park,49.28218119819399,-122.97875241954408,nature,nature,{}
Gates Park,49.256591361430495,-122.79358299863495,nature,nature,{}
Robert Hope Park,49.24950179614304,-122.77711146192091,nature,nature,{}
Maquabeak Park,49.223902296690795,-122.81703029124007,nature,nature,{}
Fraser River Foreshore and Natural Areas,49.223318784705505,-122.83770473794003,nature,nature,{}
Chelsea Park,49.283112166387426,-122.75089255425448,nature,nature,{}
Evergreen Park,49.27473841355179,-122.7403588809406,nature,nature,{}
Wellington Park,49.277467991176735,-122.76354398715685,nature,nature,{}
Eagle Mountain Hydro Right-of-Way,49.28543894060378,-122.81541810017896,nature,nature,{}
Bramble Park,49.296249164590144,-122.81494064639409,nature,nature,{}
Eagle Mountain Hydro Right-of-Way,49.28856777181087,-122.81517993641941,nature,nature,{}
Eagle Ridge Park,49.28107786029809,-122.81522994216621,nature,nature,{}
Eagle Ridge Pool Grounds and Park,49.28468872916137,-122.8112994786376,nature,nature,{}
Bramble Park,49.300825215929976,-122.81475541697588,nature,nature,{}
Panorama Park,49.29932575304095,-122.7962183854527,nature,nature,{}
Dacre Park,49.27227818252484,-122.8001275044492,nature,nature,{}
Glen Park,49.28059317191191,-122.78882286613057,nature,nature,{}
Nestor Park,49.29088222772591,-122.77983718247108,nature,nature,{}
Noons Creek Park,49.30021795656262,-122.82209699991569,nature,nature,{}
North Shore Community Park,49.297868408346794,-122.8375081858633,nature,nature,{}
Aspenwood Park,49.30188471750183,-122.83154512634421,nature,nature,{}
Heritage Mountain Park,49.29416022784643,-122.83496555363129,nature,nature,{}
Pioneer Memorial Park,49.28331080013348,-122.82896288974977,nature,nature,{}
Westwood Summit Park,49.29417069794159,-122.81899413320794,nature,nature,{}
Jim Taylor Park,49.25897648906608,-123.24763160412041,nature,nature,{}
Miller Park,49.266478867850594,-122.87288487337648,nature,nature,{}
Castle Park,49.23052623475474,-122.78213470685658,nature,nature,{}
Citadel Heights Park,49.234365845342744,-122.77754062660108,nature,nature,{}
Beaver Creek Heights Park,49.12484940386079,-122.8819987828464,nature,nature,{}
Willowbrook Park,49.123825949829296,-122.67787577316173,nature,nature,{}
Morris Neighbourhood Park,49.160864074585824,-123.17536393022735,nature,nature,{}
Lyndhurst Park,49.25774698171858,-122.89685215408997,nature,nature,{}
Tipperary Park,49.20822107873214,-122.90857032749673,nature,nature,{}
Forest Hills Park,49.16047172462326,-122.62790042234437,nature,nature,{}
Bill Reid Millennium Amphitheatre Park,49.117621989615564,-122.73307031372863,nature,nature,{}
Meagan Anne MacDougall Park,49.167251938188926,-122.79633478645934,nature,nature,{}
34G - Greenbelt,49.16751812133651,-122.7934866321992,nature,nature,{}
Nicholas Park,49.094417138916484,-122.64539817849584,nature,nature,{}
Douglas Park,49.10198980146934,-122.65356667561012,nature,nature,{}
Trafalgar Park,49.25093960438619,-123.16253160838787,nature,nature,{}
Glenmore Park,49.36005327572344,-123.12236887465687,nature,nature,{}
Jim Everett Memorial Park,49.26661481530111,-123.2411718608219,nature,nature,{}
Musqueam Park,49.230250479455954,-123.19223368604979,nature,nature,{}
Fort Langley Marina Park,49.17014967292558,-122.5747714397169,nature,nature,{}
Fort Langley Community Park,49.168573638189855,-122.58502216076523,nature,nature,{}
Mountain Meadows Park,49.2902342749972,-122.82542572145674,nature,nature,{}
Art Wilkinson Park,49.27544261587659,-122.88837217565367,nature,nature,{}
Warner Loat Park,49.24676366963728,-122.93435181182907,nature,nature,{}
Cameron Park,49.25422823119364,-122.89971860514889,nature,nature,{}
Boundary Creek Ravine Park,49.20959752078036,-123.0222205108924,nature,nature,{}
Grimston Park,49.201780986909775,-122.94370647141376,nature,nature,{}
Fox Street Park,49.26994647346244,-122.78848852999784,nature,nature,{}
Bridgeview Park,49.2107495069583,-122.87263554132299,nature,nature,{}
Bell Park,49.252499859584475,-122.90485878975409,nature,nature,{}
Cariboo Hill School Park,49.23408028406968,-122.91255969865692,nature,nature,{}
Cariboo Park,49.23397516777501,-122.90349856014913,nature,nature,{}
Froggers Creek Ravine Park,49.209859846103804,-122.9926603619377,nature,nature,{}
Burnaby Fraser Foreshore Park,49.18390727797886,-122.98036892964346,nature,nature,{}
Northview Park,49.20420158802568,-122.79109692897741,nature,nature,{}
Queen Mary Park,49.165198594424496,-122.86079072091418,nature,nature,{}
Bolivar Park,49.210677825132635,-122.84773347035156,nature,nature,{}
Guildford Heights Park,49.18901851084294,-122.79367050266488,nature,nature,{}
Holly Park,49.19694138135373,-122.81031809279361,nature,nature,{}
Audley Boulevard Canal Park,49.176861254408216,-122.93437110510828,nature,nature,{}
Hume Park,49.23488356103704,-122.89072396208877,nature,nature,{}
Peter Pan Park,49.14972873240899,-122.88473781369811,nature,nature,{}
Marshland Avenue Bog Forest,49.195851804278114,-122.97819919169007,nature,nature,{}
Eagle Park,49.21947175944875,-122.69932505245633,nature,nature,{}
Mitchell Park,49.2166028021564,-122.6964015807366,nature,nature,{}
Horseshoe Bay Park,49.375135546691205,-123.27491870759832,nature,nature,{}
Gardens Agricultural Park,49.13572857887313,-123.08888215904912,nature,nature,{}
Leyland Park,49.330872644763296,-123.1437841253925,nature,nature,{}
Suncrest Park,49.21533629326992,-123.0202315081648,nature,nature,{}
Bay Ridge Park,49.034263681770554,-122.82664027987819,nature,nature,{}
Michael Smith Park,49.25365426024517,-123.23241207682894,nature,nature,{}
Delta View Park,49.10196678927416,-122.88868767453965,nature,nature,{}
Joe Brown Park,49.10049781891516,-122.88155753492207,nature,nature,{}
Colebrook Park,49.09913010295489,-122.8407783205156,nature,nature,{}
Mud Bay Park,49.089039951355204,-122.86490893988868,nature,nature,{}
Huntington Park,49.04190903447734,-122.86162861135806,nature,nature,{}
Crescent Park,49.04999642395672,-122.86141075754047,nature,nature,{}
Sunnyside Acres Urban Forest Park,49.04929459463795,-122.81777508948211,nature,nature,{}
Chantrell Creek Park,49.04653544169666,-122.84272387649135,nature,nature,{}
Bell Park,49.03407639448498,-122.84381692817594,nature,nature,{}
Laronde Park,49.035367130030245,-122.86025780669557,nature,nature,{}
Ocean Cliff Park,49.037819796006694,-122.8737510705429,nature,nature,{}
Bayview Park,49.050269227743705,-122.8814141371142,nature,nature,{}
Blackie Spit Park,49.0554522718067,-122.87780652791601,nature,nature,{}
Blackie Spit Park,49.05848092898963,-122.87811781282093,nature,nature,{}
Kwomais Point Park,49.02729248822472,-122.86943595728924,nature,nature,{}
Fun Fun Park,49.02929948341507,-122.86616505465722,nature,nature,{}
131B - Greenbelt,49.03008501421884,-122.85063409830084,nature,nature,{}
Ware Park,49.02899105494409,-122.85880985727825,nature,nature,{}
Aspen Park,49.11048067853544,-122.85142613355383,nature,nature,{}
Senator Reid Park,49.113596538993995,-122.8472352857849,nature,nature,{}
Senator Reid Park,49.115137871302515,-122.85006926988956,nature,nature,{}
Sullivan Heights Park,49.1181121000314,-122.82050188605129,nature,nature,{}
Hazelnut Meadows Community Park,49.12797525611789,-122.83217153183162,nature,nature,{}
Hayle Place Park,49.130211272134936,-122.86078361331283,nature,nature,{}
Beaver Creek Park,49.12188409388764,-122.88246185696883,nature,nature,{}
Cougar Creek Park,49.12867204407268,-122.88438217374677,nature,nature,{}
Kabaddi Park,49.13068444911503,-122.88695505209218,nature,nature,{}
Panorama Park,49.11258047587839,-122.86499012436343,nature,nature,{}
Tamanawis Park,49.120270352738785,-122.87402777294552,nature,nature,{}
Bear Creek Park,49.159068993219805,-122.84012093609482,nature,nature,{}
Bear Creek Park,49.152962226364835,-122.83836660216323,nature,nature,{}
John Tompson Park,49.14673647657766,-122.8286849172265,nature,nature,{}
John Tompson Park,49.13991660231248,-122.82589972283083,nature,nature,{}
Nichol Estates Park,49.13703124643931,-122.82589717820876,nature,nature,{}
Todd Crescent Park,49.13653171825383,-122.83190395868833,nature,nature,{}
Goodrich Place Park,49.141974610822516,-122.83071767594025,nature,nature,{}
Puss in Boots Park,49.1324126334806,-122.86351687262383,nature,nature,{}
Arbutus Park,49.1309273128094,-122.83201573553339,nature,nature,{}
Frank Hurt Park,49.141214864260036,-122.83886105625884,nature,nature,{}
42B - Greenbelt,49.16118806580184,-122.82560887298202,nature,nature,{}
Cedar Grove Park,49.18831263191691,-122.82936203144838,nature,nature,{}
Holland Park,49.18389700532607,-122.84929844623412,nature,nature,{}
Newton Athletic Park,49.13748680099777,-122.87065331525703,nature,nature,{}
Dominion Park,49.15213106925221,-122.85324616746463,nature,nature,{}
Royal Kwantlen Park,49.19358582080392,-122.8621783804456,nature,nature,{}
William Beagle Park,49.16966245977364,-122.86354131975621,nature,nature,{}
Poplar Park,49.20539976870773,-122.85950086729879,nature,nature,{}
Tom Binnie Park,49.195826077199385,-122.84959964969325,nature,nature,{}
Invergarry Park,49.208045967821626,-122.8202162260493,nature,nature,{}
Bonaccord Creek Park,49.20021808283358,-122.82401382001584,nature,nature,{}
Fraser View Park,49.20788798947182,-122.77758851997734,nature,nature,{}
North Slope Buffer,49.20482289992261,-122.76311144095668,nature,nature,{}
Ridgeview Park,49.20171074006194,-122.76138987217313,nature,nature,{}
Glenwood Park,49.193985722934116,-122.76065723626861,nature,nature,{}
Fraser Wood Park,49.19561048437604,-122.76395333303017,nature,nature,{}
Fraser Heights Park,49.1952180538513,-122.77570749143018,nature,nature,{}
Erma Stephenson Park,49.201470240084994,-122.7825485295287,nature,nature,{}
North Point Park,49.20142408046347,-122.77665359112372,nature,nature,{}
North Point Park,49.20032805538349,-122.77580607642987,nature,nature,{}
J.R. Douglas Park,49.20137662946694,-122.77102004392995,nature,nature,{}
Tannery Park,49.19813664847304,-122.89992320458364,nature,nature,{}
Surrey Bend Regional Park,49.204010442123625,-122.74360983102355,nature,nature,{}
Jessie Lee Park,49.03965915355439,-122.79204447303987,nature,nature,{}
Meridian By The Sea Park,49.03889843951146,-122.80627963809178,nature,nature,{}
Fergus Watershed Biodiversity Preserve,49.02669503838393,-122.76105539616823,nature,nature,{}
Darts Hill Garden Park,49.0322157386312,-122.75431671539661,nature,nature,{}
146A - Neighbourhood Park,49.00551725219165,-122.75072361526571,nature,nature,{}
The Glades,49.011654676257194,-122.74775519591374,nature,nature,{}
138A - Greenbelt,49.02331991791107,-122.70307240169635,nature,nature,{}
Keery Park,49.05468094222555,-122.70582533430515,nature,nature,{}
Hi-Knoll Park,49.09573859686387,-122.68396691101688,nature,nature,{}
Hi-Knoll Park,49.0912069932477,-122.68187825649296,nature,nature,{}
Claude Harvie Park,49.10733266752611,-122.71685974531903,nature,nature,{}
77G - Tot-Lot,49.10496140212405,-122.7145278219884,nature,nature,{}
Greenaway Park,49.112273095803275,-122.72645037304885,nature,nature,{}
Watson Park,49.116468355514165,-122.72159964273546,nature,nature,{}
Don Christian Park,49.11560469420553,-122.70995545077653,nature,nature,{}
Adams Road Park,49.12502574716158,-122.71921780447346,nature,nature,{}
Starr Park,49.124295618030615,-122.68806761658253,nature,nature,{}
Katzie Park,49.127435219808326,-122.68583982561775,nature,nature,{}
Clayton Park,49.131305055417634,-122.70610384052566,nature,nature,{}
Boothroyd Park,49.11460067359213,-122.74932806085765,nature,nature,{}
Cloverdale Athletic Park,49.11700507310132,-122.75285105524266,nature,nature,{}
Cloverdale Ball Park,49.11494662025332,-122.74057914176834,nature,nature,{}
Sunrise Ridge Park,49.109158379722096,-122.70629429728403,nature,nature,{}
East View Park,49.113794046318944,-122.69828047441332,nature,nature,{}
McKenzie Park,49.109477149912905,-122.70990585912591,nature,nature,{}
Clover Ridge Park,49.1078896522496,-122.69431429404395,nature,nature,{}
69I - Greenbelt,49.130017612282465,-122.68004028489045,nature,nature,{}
Provinceton Park,49.12930640976902,-122.72320966778773,nature,nature,{}
Lionel Courchene Park,49.18196812190135,-122.79355450554363,nature,nature,{}
Johnston Heights Park,49.17875688869955,-122.80312161063623,nature,nature,{}
Briarwood Park,49.179329599047946,-122.7923406296216,nature,nature,{}
Bonaccord Park,49.179584942017726,-122.80808449237443,nature,nature,{}
Douglas Park,49.182122993744855,-122.80643192640662,nature,nature,{}
Barry Mather Park,49.1722835280146,-122.80601879406899,nature,nature,{}
Berkshire Park,49.17148310404565,-122.79693592806663,nature,nature,{}
34A - Utility ROW,49.175541705591186,-122.79492021530805,nature,nature,{}
Ambleside Waterfront,49.3269843641158,-123.15808127066286,nature,nature,{}
Fern Park,49.17384933564852,-122.76627137029284,nature,nature,{}
Kurtenacker Park,49.16822525183285,-122.77072231450619,nature,nature,{}
Abbey Glen Park,49.19044691917783,-122.74581287649134,nature,nature,{}
Bothwell Elementary School Park,49.186520106997335,-122.74884540623269,nature,nature,{}
Abbey Glen Park,49.18928843846923,-122.74619403379921,nature,nature,{}
Bonnie Schrenk Park,49.154797900850895,-122.76369610913629,nature,nature,{}
Frost Road Park,49.159588126860896,-122.76921931021617,nature,nature,{}
Fleetwood Meadows Park,49.16157956888,-122.77117598156089,nature,nature,{}
45H - Neighbourhood Park,49.1601851180972,-122.77671415887357,nature,nature,{}
46G - Greenbelt,49.15088071106608,-122.74751995496969,nature,nature,{}
William Watson Park,49.14692656068288,-122.76465755660455,nature,nature,{}
Hazelwood Grove Park,49.14622459451953,-122.76879594416475,nature,nature,{}
Wade Park,49.13173733202337,-122.69922425100569,nature,nature,{}
Hazelgrove Park,49.13199800124716,-122.69448269680296,nature,nature,{}
Shannon Park,49.135562028248984,-122.68864044864856,nature,nature,{}
Hartnell Park,49.13118506091008,-122.68240125259948,nature,nature,{}
Magee Park,49.12811830156996,-122.69307024720469,nature,nature,{}
Port Kells Park,49.160064221474464,-122.6868269017482,nature,nature,{}
Pickard Park,49.12822223604093,-122.69891102631188,nature,nature,{}
Ernie Winch Park,49.21430733804981,-122.9450040700733,nature,nature,{}
Toyota Park,49.16883711445967,-122.98169659469347,nature,nature,{}
AQ Gardens,49.27893506755138,-122.9165430733198,nature,nature,{}
Fortress Park,49.23107038623849,-122.7896126866303,nature,nature,{}
Miller Neighbourhood Park,49.19266646272297,-123.14777083081732,nature,nature,{}
Bailey Crescent Park,49.18406428090579,-122.90138572287104,nature,nature,{}
Maywood Park,49.22434979504594,-123.007663391166,nature,nature,{}
Ottawa Gardens,49.317943271310554,-123.07917703838804,nature,nature,{}
Kings Mill Walk Park,49.31414147829875,-123.09992551672113,nature,nature,{}
Mariner's Village Neighbourhood Park,49.12993242498389,-123.19246024190562,nature,nature,{}
Terra Nova South Park,49.165774901154194,-123.18409590570519,nature,nature,{}
Khorana Park,49.25552284126819,-123.23242273623751,nature,nature,{}
Sendall Gardens,49.09259422324674,-122.66373205788557,nature,nature,{}
Hammond Park,49.209135149999994,-122.6518267,nature,nature,{}
Jordan Park,49.213417970471596,-122.6386556509201,nature,nature,{}
Nobel Park,49.25010122800773,-123.23353062066722,nature,nature,{}
Somerset Park,49.22457171824668,-122.67900174481788,nature,nature,{}
Harris Park,49.229612161618974,-122.68767270659767,nature,nature,{}
Tynehead Regional Park,49.18178408848551,-122.7579769613754,nature,nature,{}
Whytecliff Park,49.3737988156368,-123.28811709374466,nature,nature,{}
T. Homma Neighbourhood Park,49.1224722729062,-123.16915019762233,nature,nature,{}
Grauer Neighbourhood School Park,49.15415749998461,-123.17437245741658,nature,nature,{}
Diefenbaker Neighbourhood School Park,49.13773915492844,-123.17797986252714,nature,nature,{}
Gilmore Neighbourhood School Park,49.1510460662114,-123.18665082525305,nature,nature,{}
Emerald Park,49.309829676153434,-123.06995780760528,nature,nature,{}
Aldergrove Regional Park,49.009481531437665,-122.46073134184553,nature,nature,{}
Alexandra Park,49.28546647186285,-123.14219166979987,nature,nature,{}
Norm Staff Park,49.292490132751276,-122.76241192474941,nature,nature,{}
Brooksbank Park,49.31861518346849,-123.0471355353848,nature,nature,{}
Coal Harbour Park,49.29003383783689,-123.12493295771031,nature,nature,{}
Pinewood Playing Field,49.11615311891795,-122.89603434255174,nature,nature,{}
Endersby Park,49.10745597465316,-122.89400649414206,nature,nature,{}
Kendale Place Mini Park,49.172081430227884,-122.91068913426975,nature,nature,{}
Firecrest Park Reserve,49.16748443333334,-122.89452803333332,nature,nature,{}
Kinsmen Parkette,49.16992403333333,-122.89058246666666,nature,nature,{}
Kennedy Park,49.16255120259006,-122.89666142678763,nature,nature,{}
Emwood Place Park Reserve,49.16537852029884,-122.8984646888762,nature,nature,{}
Milton Wong Plaza,49.27123728756309,-123.10635673092973,nature,nature,{}
Habitat Island,49.272031867033824,-123.110933669588,nature,nature,{}
