name,lat,lon,type,amenity,tags
TurF,49.2682334,-123.1515788,food,food,{}
Ancora,49.2738934,-123.132775,food,food,{}
K & H Seafood Restaurant,49.232414,-123.032009,food,food,{}
Li's China Grill,49.2328569,-123.0330812,food,food,{}
Fortune Lamb Dining,49.232883,-123.0331425,food,food,{}
Bon Cafe,49.2403647,-123.1017953,food,food,{}
Thida Thai,49.2817168,-123.133062,food,food,{}
Propaganda Coffee,49.2805096,-123.0990167,food,food,{}
Le Marché St. George,49.2457153,-123.094297,food,food,{}
Tom Sushi,49.2815405,-123.132811,food,food,{}
The Hestia Veggie,49.2814332,-123.132631,food,food,{}
Med Grill & Bar,49.2813594,-123.132504,food,food,{}
The Sea House Fish & Chips,49.2361435,-123.0414313,food,food,{}
Chili Pepper House,49.2362425,-123.041736,food,food,{}
Michi Craft Kitchen,49.2324976,-123.0244448,food,food,{}
Max's Restaurant,49.2319862,-123.0274025,food,food,{}
Cho Sun Korean BBQ,49.2318116,-123.030306,food,food,{}
Love for Pho,49.2317538,-123.0281419,food,food,{}
Happy Lemon,49.2317626,-123.028337,food,food,{}
Todak Todak Restaurant,49.2317853,-123.028614,food,food,{}
Kimshaker Resto,49.2331163,-123.013801,food,food,{}
Cantaritos,49.2330399,-123.019254,food,food,{}
Dai Jang Kum,49.1917063,-123.1096164,food,food,{}
Sushi Mori,49.3556326,-123.105903,food,food,{}
Grill Party,49.1785496,-123.128762,food,food,{}
Tang Vietnamese Restaurant & Bar,49.1784635,-123.12746,food,food,{}
Mui Kee Chicken Pot,49.1784672,-123.1306647,food,food,{}
Silver Tower Cafe Restaurant,49.1780485,-123.1293924,food,food,{}
Good Nine Korean BBQ,49.178515,-123.1318315,food,food,{}
Amigo Restaurant,49.17897,-123.1320471,food,food,{}
Max Noodle House,49.178971,-123.1323526,food,food,{}
XiaoLongKan,49.1780926,-123.131826,food,food,{}
Fat Boy Kitchen,49.2209855,-123.066064,food,food,{}
The Clouds Vietnamese Cuisine,49.2208617,-123.065695,food,food,{}
The One BBQ Kitchen,49.2205642,-123.065696,food,food,{}
Karakoram Restaurant,49.2204323,-123.0656741,food,food,{}
Caffè Cittadella,49.264819,-123.117251,food,food,{}
PappaRoti,49.2888664,-123.131101,food,food,{}
Manna Sushi,49.2690537,-123.1044516,food,food,{}
Jia Wei Restaurant,49.2218285,-122.994549,food,food,{}
Ramen Gojiro,49.2825244,-123.114459,food,food,{}
Field & Social,49.2819959,-123.1136208,food,food,{}
Mediterranean Grill,49.2877383,-123.140863,food,food,{}
The Rix,49.2512619,-123.0006367,food,food,{}
Zefferelli's Spaghetti Joint,49.2851116,-123.125964,food,food,{}
Rozzini's,49.1946138,-122.9278485,food,food,{}
Guu ​with Garlic,49.2902892,-123.1338882,food,food,{}
Stanley's Sports Bar and Grill,49.136216,-123.0671999,food,food,{}
Epic Grill Silogs,49.1904195,-122.9362038,food,food,{}
Big chicken town ,49.1856926,-122.7987871,food,food,{}
Barcelos,49.1859102,-122.7987909,food,food,{}
Lee Gar Nei,49.1856176,-122.7987874,food,food,{}
Jade Valley,49.1857232,-122.8001712,food,food,{}
Maguro,49.1857184,-122.7998785,food,food,{}
Cazba,49.280638,-123.131087,food,food,{}
Cheesecake etc.,49.266479,-123.1386694,food,food,{}
JINYA Ramen Bar,49.2803076,-123.117925,food,food,{}
O Sushi,49.2818976,-123.118783,food,food,{}
HK B.B.Q. Master,49.1797321,-123.1377358,food,food,{}
Migoto sushi,49.1888372,-122.8027337,food,food,{}
Sushi Train,49.1885728,-122.7965763,food,food,{}
Gojo Little Africa Cafe,49.2591279,-123.0695903,food,food,{}
Bar Susu,49.2656258,-123.100234,food,food,{}
Britannia Brewing Ladner,49.0905502,-123.085609,food,food,{}
Go-Go Sushi,49.0912773,-123.086394,food,food,{}
Nelson the Seagull,49.2821626,-123.1045058,food,food,{}
Alfa,49.0227544,-123.069162,food,food,{}
Mario's Kitchen,49.0229238,-123.069161,food,food,{}
Gracie's Next Door,49.0230662,-123.06916,food,food,{}
Chit Chat Burger Bar,49.2798107,-123.1224898,food,food,{}
Restaurant Yugo,49.2475507,-123.1013532,food,food,{}
Chai Ghai,49.283914,-123.115705,food,food,{}
Trees Organic Coffee,49.2848589,-123.1143085,food,food,{}
Grill Master,49.2838693,-123.115767,food,food,{}
L & G Bubble Tea,49.2317655,-123.0904026,food,food,{}
Pho Hong Restaurant,49.2269075,-123.0905378,food,food,{}
Noah's Cafe,49.288292,-123.14005,food,food,{}
Sushi Ville,49.2663232,-123.0694599,food,food,{}
Legendary Noodle House,49.2884539,-123.139806,food,food,{}
Nemesis,49.282764,-123.1102832,food,food,{}
Sushi Giwa,49.2806177,-122.981784,food,food,{}
Oyster Express,49.2793196,-123.097426,food,food,{}
Ba Le Deli & Bakery,49.2626668,-123.0894187,food,food,{}
Basil Garden Pho,49.2622489,-123.0447425,food,food,{}
Ramen Danbo,49.2874551,-123.128933,food,food,{}
Yuji's from Japan,49.2682379,-123.1860064,food,food,{}
Tuc Craft Kitchen,49.2826779,-123.1060827,food,food,{}
Zeitoon,49.2879187,-123.140435,food,food,{}
Dutch Wooden Shoe Cafe,49.25603,-123.114887,food,food,{}
Ebi-Ten,49.2792456,-123.1168603,food,food,{}
Romer's Burger Bar,49.2795471,-122.82931,food,food,{}
Pizzeria Spacca Napoli,49.2764267,-122.849875,food,food,{}
JoongWon,49.2873953,-123.128838,food,food,{}
Stepho's Souvlaki Greek Tavern,49.287665,-123.12925,food,food,{}
Chosun Korean BBQ,49.2873464,-123.1283402,food,food,{}
Forage,49.2870639,-123.128927,food,food,{}
Miko Sushi,49.2874858,-123.12898,food,food,{}
Hello Kitty Cafe,49.2866143,-123.1281928,food,food,{}
Little Cafe,49.2865379,-123.1280477,food,food,{}
Abode,49.2863846,-123.1272393,food,food,{}
Hail Mary's,49.2623084,-123.0895042,food,food,{}
Dinesty Dumpling House,49.2907725,-123.134078,food,food,{}
Nha Trang Restaurant,49.2623153,-123.0885196,food,food,{}
Lucky Sushi,49.1848929,-122.9493423,food,food,{}
Momo Sushi,49.2862529,-123.1276348,food,food,{}
Mali Thai Food,49.2608368,-123.1007648,food,food,{}
Hello Nori,49.2856233,-123.1261012,food,food,{}
Deacon's Corner,49.2643451,-123.17572,food,food,{}
Kirin Mandarin Restaurant,49.2863249,-123.1255978,food,food,{}
Archer,49.2859935,-123.1250868,food,food,{}
Fantacity Karaoke,49.28525,-123.125406,food,food,{}
NeNe Chicken,49.2821191,-123.133662,food,food,{}
The Italians,49.2814778,-123.133602,food,food,{}
Argo Cafe,49.2685884,-123.1044929,food,food,{}
Blaze Gourmet Burgers,49.2665754,-123.103744,food,food,{}
Coquitlam Grill,49.2785219,-122.8142905,food,food,{}
Poco Sushi,49.2565154,-122.7481768,food,food,{}
Scan-Delicious,49.284477,-123.065734,food,food,{}
Galiano Bakery & Cafe,49.1950433,-123.1782941,food,food,{}
Pistachio Sweetery Cafe,49.2820397,-123.1166207,food,food,{}
Chakra Indian Restaurant,49.2821231,-123.116481,food,food,{}
Dingding Restaurant,49.2820874,-123.1165418,food,food,{}
Hey I am Yogost,49.2826109,-123.114622,food,food,{}
Wow Full Noodle House,49.2825668,-123.114555,food,food,{}
Y2 Cafe,49.3059961,-123.0105992,food,food,{}
Shun Jing Lou Seafood Restaurant,49.2309718,-123.065371,food,food,{}
Cafe Zen,49.2711049,-123.1552347,food,food,{}
Vivace on The Drive,49.2691675,-123.06942,food,food,{}
Mirai Sushi,49.2813057,-123.10797,food,food,{}
Hanami,49.1960486,-123.177943,food,food,{}
Round Table Pizza,49.1653656,-122.661487,food,food,{}
The Barley Merchant,49.168192,-122.6674367,food,food,{}
Green Leaf Sushi,49.2640395,-123.1801008,food,food,{}
The Cafe,49.1409171,-122.6009339,food,food,{}
Mirch Masala,49.1758794,-122.8907911,food,food,{}
Mehfil India Restaurant,49.1764733,-122.8896127,food,food,{}
Maharaja Catering,49.149734,-122.864579,food,food,{}
Sabai Thai Restaurant,49.1911509,-122.8066783,food,food,{}
Fresgo Inn,49.1863982,-122.8444496,food,food,{}
Nahm Thai Bistro,49.1876113,-122.8435939,food,food,{}
Nirvana Restaurant,49.2254234,-123.065527,food,food,{}
Fork N Chopstick,49.1723013,-122.6674779,food,food,{}
Rio Brazilian Steakhouse,49.2879922,-123.140464,food,food,{}
Kirin Seafood Restaurant,49.1697933,-123.1378771,food,food,{}
Liuyishou Hotpot Robson,49.2890564,-123.1320225,food,food,{}
The Captain's Boil,49.1872417,-123.131495,food,food,{}
Kyabia Japanese Restaurant,49.1874989,-123.1312101,food,food,{}
Pizzeria Farina,49.276638,-123.1001031,food,food,{}
NY's Indian Grill & Bar,49.1059413,-122.6624961,food,food,{}
S+L Kitchen & Bar,49.1552029,-122.668753,food,food,{}
Zythos Greek Restaurant;Zythos,49.1772232,-122.6730721,food,food,{}
Cardero's,49.2915693,-123.127516,food,food,{}
Shabusen,49.2839339,-123.122349,food,food,{}
Alchemy,49.2742337,-123.123941,food,food,{}
Capo and the Spritz,49.2747239,-123.122703,food,food,{}
Grand Chinese Restaurant,49.2746128,-123.1233641,food,food,{}
Paratha 2 Pasta,49.2744437,-123.123632,food,food,{}
Tasty Indian Bistro,49.274335,-123.1237928,food,food,{}
Katsuya,49.2619537,-122.8906646,food,food,{}
The Flying Pig,49.2751034,-123.1220829,food,food,{}
Robba Da Matti,49.2753202,-123.1212024,food,food,{}
Sushi Maro,49.2748586,-123.1219168,food,food,{}
Anton's Pasta Bar,49.2809073,-123.009823,food,food,{}
Masayoshi,49.2458146,-123.0900087,food,food,{}
MeeT in Gastown,49.2832439,-123.104844,food,food,{}
Chongqing,49.1524881,-122.8900312,food,food,{}
Bob Likes Thai Food,49.2513521,-123.1011962,food,food,{}
The Fish Counter,49.2507838,-123.1012104,food,food,{}
Thai by Thai,49.1698396,-122.889851,food,food,{}
Krishna's Dosa Grill,49.1654474,-122.8898095,food,food,{}
Happy Singh Street Eats,49.1637058,-122.890913,food,food,{}
Mayuri Indian Cuisine,49.1485074,-122.871441,food,food,{}
Chuck E. Cheese,49.11765,-122.668976,food,food,{}
No. 9 Restaurant,49.1754035,-123.1342502,food,food,{}
Haidilao Hot Pot,49.1707675,-123.135859,food,food,{}
Mui Garden,49.2313896,-123.065767,food,food,{}
Fable Diner,49.2630437,-123.1016379,food,food,{}
Lotus Garden Express,49.1035937,-122.4921927,food,food,{}
The Biryani Chef,49.0513655,-122.6923459,food,food,{}
Glowbal,49.2814683,-123.117244,food,food,{}
Kaide Sushi Bar,49.2743218,-123.126942,food,food,{}
BiBo Italian Restaurant,49.1968099,-123.140177,food,food,{}
Ryuu Izakaya,49.1967246,-123.1396099,food,food,{}
Neptune Wonton Noodle,49.1968225,-123.14042,food,food,{}
Dan Dan Noodle,49.290923,-123.1360157,food,food,{}
Happy Fish House,49.1794492,-123.13416,food,food,{}
Kisamos Greek Taverna,49.1250868,-123.1853438,food,food,{}
Pho Lan Beef Noodle Soup,49.1630451,-123.1363249,food,food,{}
Le Petit Saigon,49.2812744,-123.0472726,food,food,{}
Ocean Park Pizza & Steakhouse,49.1625858,-122.6557616,food,food,{}
Gingeri Chinese Cuisine,49.1761102,-123.1309092,food,food,{}
Happy Lamb Hot Pot,49.175972,-123.1306582,food,food,{}
Toku Japanese Restaurant,49.1764107,-123.1323338,food,food,{}
Spicy 6,49.2848775,-123.1256192,food,food,{}
Daddy's Grill Richmond,49.1843454,-123.0912223,food,food,{}
Waka Sushi,49.1681085,-122.6675276,food,food,{}
Caffe Artigiano,49.2492264,-123.1007752,food,food,{}
French Table Bistro,49.2500121,-123.1008107,food,food,{}
Ramen Kounotori,49.2498767,-123.1007987,food,food,{}
Virtuous Pie,49.2796992,-123.099992,food,food,{}
Cor's 2 For 1 Pizza,49.0576667,-122.4692292,food,food,{}
Roots Café,49.2255047,-123.1013836,food,food,{}
Song Huong,49.2701699,-123.0568935,food,food,{}
Ajishou Japanese Cuisine,49.177673,-123.121757,food,food,{}
True Confections,49.290778,-123.1362354,food,food,{}
Rickshaw Chinese Food,49.1934619,-122.8457041,food,food,{}
Neptune Seafood Restaurant,49.1865512,-122.847648,food,food,{}
Taste of Pho,49.1919822,-122.834433,food,food,{}
Grounds & Greens Cafe,49.1683352,-122.579646,food,food,{}
Vy's Pho,49.1687233,-122.581308,food,food,{}
lelem at the Fort,49.1674245,-122.5720493,food,food,{}
Per Se Social Corner,49.2786045,-123.118459,food,food,{}
A1 Coffee & Donuts,49.1990317,-122.8129574,food,food,{}
93 Coffee,49.2885009,-123.139164,food,food,{}
Kingyo,49.290566,-123.137056,food,food,{}
Dai Tung,49.2531282,-123.0831059,food,food,{}
Milk & Sugar BBQ Bar,49.2382172,-123.032139,food,food,{}
Thai Away,49.2809771,-123.0562969,food,food,{}
Ryu Katsu + Ramen bar,49.2636452,-123.1534206,food,food,{}
Casereccio Foods,49.2641802,-123.15747,food,food,{}
Loafe,49.2657839,-123.2501333,food,food,{}
Kokomo,49.2678638,-123.1573505,food,food,{}
Yagoto Sushi Dining,49.2636938,-123.1546937,food,food,{}
IGA Bistro,49.2637272,-123.1573404,food,food,{}
Golden Seafood Restaurant,49.2628286,-123.056921,food,food,{}
Orrange Kitchen + Bar,49.2578328,-122.745482,food,food,{}
Pho 51,49.2544616,-122.7378912,food,food,{}
Pho Bo Ga Ottawa,49.2580881,-122.745867,food,food,{}
Creekside Grill,49.1437425,-122.7994953,food,food,{}
Colleen's Cafe,49.1033897,-122.4834866,food,food,{}
The Fish Man,49.1784638,-123.1302833,food,food,{}
Lee Yuen Seafood Restaurant,49.1918442,-122.8137613,food,food,{}
Dosa Hut,49.2189394,-123.0911857,food,food,{}
Boomers Sport Grill,49.1485272,-122.937111,food,food,{}
Chop Steakhouse Bar,49.1874358,-123.1107711,food,food,{}
Richmond Ninkazu,49.1872734,-123.128619,food,food,{}
Kanae Yakiniku,49.1824408,-123.1338959,food,food,{}
Paul's Kitchen,49.1797273,-123.137991,food,food,{}
FuKuRoKu Sushi Express,49.1795513,-123.1375541,food,food,{}
Loku Japanese Cuisine,49.2644062,-123.0695053,food,food,{}
Dharma Garden Veggie Deli,49.2352235,-123.037869,food,food,{}
Phở 99 Vietnamese Noodle House,49.11551,-122.6816368,food,food,{}
Royal Chaska Indian Resto & Bar,49.1144553,-122.680214,food,food,{}
Hashi Sushi,49.1877145,-123.0806283,food,food,{}
Jimoco Café & Pasta,49.2639774,-122.7668003,food,food,{}
Pad Thai Restaurant,49.230542,-122.6893142,food,food,{}
Moxie's,49.1620011,-122.6659102,food,food,{}
Maruhachi Ra-men,49.2906033,-123.13339,food,food,{}
Hokkaido Ramen Santouka,49.2902063,-123.1337425,food,food,{}
Meat at O'Neill's,49.3124069,-123.0778328,food,food,{}
The Acorn,49.2495635,-123.1012512,food,food,{}
Lila Restaurant,49.249931,-123.101218,food,food,{}
Dana Pani Indian Cuisine,49.191552,-122.9477768,food,food,{}
Once More Restaurant,49.1721,-123.132726,food,food,{}
Pho Han Restaurant,49.1874737,-123.1239547,food,food,{}
Prata-Man Singapore Cuisine,49.1867038,-123.1241844,food,food,{}
Van. Tea Cafe,49.1872582,-123.1242309,food,food,{}
Myomi Sushi,49.1546847,-123.125784,food,food,{}
Master Hung BBQ & Won Ton,49.1549178,-123.1257772,food,food,{}
Zugba Flame Grilled Chicken,49.1921075,-122.8242105,food,food,{}
Tractor,49.2696579,-123.1029057,food,food,{}
The Federal Store,49.2619429,-123.103196,food,food,{}
Sushi Mori Japanese Restaurant,49.0458177,-122.797258,food,food,{}
Memory Corner,49.1633285,-123.1363369,food,food,{}
Old Farmhouse Kitchen,49.1882677,-122.983418,food,food,{}
Piping Hot,49.172236,-123.135835,food,food,{}
Wang's Shanghai Cuisine,49.2327946,-123.034803,food,food,{}
Jin Jiang Shanghai Restaurant,49.2243084,-122.985487,food,food,{}
Ki Isu Japanese Restaurant,49.2737081,-123.123474,food,food,{}
Sushi Hyun Omakase,49.2873076,-123.128401,food,food,{}
Fassil Ethiopian Restaurant,49.2623161,-123.0882767,food,food,{}
Boothroyd Heritage Coffee,49.1118011,-122.7563634,food,food,{}
Mazatlán Mexican Restaurant,49.0624718,-122.4985558,food,food,{}
Lift Bar & Grill,49.1976508,-123.1792345,food,food,{}
The First Dessert,49.2310864,-123.065799,food,food,{}
Big Rock Café,49.1743008,-123.1462035,food,food,{}
Tatos Kitchen,49.2793404,-123.0988083,food,food,{}
Deer Garden,49.2793228,-122.792301,food,food,{}
Lee Garden,49.2798058,-122.793455,food,food,{}
Lucky Gate,49.2493369,-122.859161,food,food,{}
Coffizen,49.2235955,-122.942305,food,food,{}
The Loop Cafe,49.2618829,-123.2530369,food,food,{}
Chongqing Restaurant,49.226799,-122.993756,food,food,{}
Moja Coffee,49.2747084,-123.0692817,food,food,{}
Islands Café,49.0246535,-122.8013247,food,food,{}
Chicko Chicken,49.2638011,-123.1393334,food,food,{}
New Bhaia Sweet Shop and Restaurant,49.2324291,-123.0903793,food,food,{}
The Alley,49.2807802,-123.1248665,food,food,{}
Pokerrito,49.26174,-122.890843,food,food,{}
Grand Seasons Restaurant,49.2619903,-122.8905195,food,food,{}
Ocean Wise Cafe,49.2998929,-123.131214,food,food,{}
Sharetea,49.2476624,-122.891064,food,food,{}
Sanpoutei Ramen,49.1821943,-123.135486,food,food,{}
Leisure Tea & Coffee,49.1784657,-123.1307836,food,food,{}
Mai's Vietnamese Restaurant,49.1625103,-122.6580875,food,food,{}
Empire Garden Chinese Restaurant,49.1621825,-122.657944,food,food,{}
Woking Dragon China Bistro,49.2839381,-122.8101553,food,food,{}
All About Pho,49.1876519,-122.8447333,food,food,{}
Indian Bay Leaf,49.2401113,-123.0649493,food,food,{}
Indian Bombay Bistro,49.2231592,-122.932628,food,food,{}
Sakeya Sushi,49.2769717,-122.848341,food,food,{}
Rivas,49.2770393,-122.8354693,food,food,{}
Matsuzushi,49.2768777,-122.839686,food,food,{}
Spice 72 Indian Bistro and Lounge,49.1342715,-122.88959,food,food,{}
Neptune Noodle Bar,49.226354,-123.003963,food,food,{}
J & G Fried Chicken,49.2904957,-123.134221,food,food,{}
The Boss Restaurant,49.2253597,-122.9996823,food,food,{}
McCafé,49.2273356,-122.9997733,food,food,{}
Presotea,49.2266823,-123.001773,food,food,{}
Sushi Oyama,49.225024,-122.990072,food,food,{}
Cinnzeo,49.2273214,-123.000227,food,food,{}
Dosa Delight,49.1176987,-122.6694523,food,food,{}
Kovan Korean Cuisine,49.1186802,-122.6700701,food,food,{}
Wild Wing,49.1186793,-122.6698975,food,food,{}
GAON Korean Cuisine,49.2232465,-122.982719,food,food,{}
Amay's House,49.2344287,-123.036072,food,food,{}
Klasik Inasal,49.2623116,-123.0898719,food,food,{}
Sulmida Dessert Cafe,49.2286297,-122.999512,food,food,{}
Kawawa,49.2273734,-123.0000139,food,food,{}
Kawawa Ramen,49.2273299,-122.9999156,food,food,{}
Lavazza,49.2263089,-122.99998,food,food,{}
Jingle Bao,49.2916811,-123.1348802,food,food,{}
Sunshine,49.2284012,-123.004667,food,food,{}
Yunshang Rice Noodle,49.2284147,-123.00452,food,food,{}
Choo Tea,49.2285595,-123.004524,food,food,{}
Bento Nara,49.2507154,-122.89576,food,food,{}
Catfé,49.2800521,-123.107325,food,food,{}
The Buffet,49.2275278,-122.8372893,food,food,{}
Sun Star Chinese Restaurant,49.2419122,-122.8845042,food,food,{}
Big Orange,49.2508403,-122.8963508,food,food,{}
Chi Chi's Cafe,49.2807562,-123.1073999,food,food,{}
Caveman Cafe,49.2808098,-123.107015,food,food,{}
Abdul's Bbq,49.2801333,-123.1063965,food,food,{}
S&W Pepper House,49.2289206,-123.004359,food,food,{}
Money Tea,49.2290169,-123.004897,food,food,{}
El Chilakil,49.2294216,-123.0052386,food,food,{}
Grand Crystal Seafood,49.2290042,-123.0054102,food,food,{}
Hon Sushi,49.2312109,-123.0067421,food,food,{}
Racebook,49.1865335,-122.955912,food,food,{}
Match,49.1865802,-122.9557712,food,food,{}
Shang Noodle House,49.1866464,-122.9555872,food,food,{}
Kirin,49.1867104,-122.9554208,food,food,{}
Buffet,49.1858217,-122.956558,food,food,{}
Szechuan Cuisine,49.2192759,-122.970412,food,food,{}
MYST Asian Fusion,49.2193536,-122.970685,food,food,{}
An Nam,49.1855201,-122.84755,food,food,{}
Famoso Neapolitan Pizzeria,49.1885348,-122.8021256,food,food,{}
Milestones,49.1886303,-122.802229,food,food,{}
Kowloon,49.228639,-123.004661,food,food,{}
Indian Courtyard Restaurant,49.2080614,-122.930862,food,food,{}
Sushi by Yuji,49.2424784,-123.0598187,food,food,{}
Polarstar Snacks,49.2322075,-123.0294423,food,food,{}
Metro Cafe Bar,49.2353139,-123.038118,food,food,{}
The Little Donkey,49.1699619,-122.577578,food,food,{}
Seaside Village,49.3740676,-123.274785,food,food,{}
Green Basil Thai,49.2291967,-123.001075,food,food,{}
Afghan Horsemen Restaurant,49.269316,-123.1387834,food,food,{}
Kinara Indian Cuisine,49.2830915,-123.135633,food,food,{}
The Park at English Bay,49.2869536,-123.141081,food,food,{}
Ban Chok Dee,49.1030203,-122.652826,food,food,{}
Langley Vietnamese Cuisine,49.1027484,-122.6600735,food,food,{}
The Boathouse,49.1995895,-122.9125081,food,food,{}
Tachingón,49.264266,-123.171855,food,food,{}
Pokay,49.2642652,-123.171801,food,food,{}
Harvest Delicatessen,49.2642636,-123.1717479,food,food,{}
Tera V Burger,49.2642602,-123.1716944,food,food,{}
Enzo's Café,49.2733114,-123.008943,food,food,{}
West Oak,49.2763998,-123.119601,food,food,{}
Dovetail,49.2759244,-123.1203101,food,food,{}
Fanny Bay Oyster Bar,49.278575,-123.114112,food,food,{}
Moltaqa,49.276436,-123.1190454,food,food,{}
Vij's,49.2575621,-123.114845,food,food,{}
Frankie’s Italian Kitchen & Bar,49.2781965,-123.113353,food,food,{}
Pho Khanh,49.2762526,-123.1155489,food,food,{}
7Days Coffee,49.276166,-123.115703,food,food,{}
Latin Square,49.2806665,-123.1312098,food,food,{}
Lougheed Wonton Restaurant,49.2769826,-122.857998,food,food,{}
El Furniture Warehouse - Granville,49.2795769,-123.1228253,food,food,{}
The Dime,49.2791296,-123.1234852,food,food,{}
Yook Korean Grilled BBQ and Bistro,49.2627678,-123.0563725,food,food,{}
Aphrodite's Organic Cafe,49.2687642,-123.183797,food,food,{}
Lucy's Eastside Diner,49.2608862,-123.1007632,food,food,{}
Cravings Coffee,49.1557868,-122.9127622,food,food,{}
Pho Stanley,49.1551317,-122.9135908,food,food,{}
Minori Sushi,49.1550607,-122.9116031,food,food,{}
Delta Indian Cuisine,49.1548416,-122.911903,food,food,{}
Pho98,49.326021,-123.0724875,food,food,{}
Four Seasons,49.1921059,-122.8240975,food,food,{}
Jazen Tea,49.1916724,-122.823659,food,food,{}
Hananoki Japanese Restaurant,49.1703574,-123.181554,food,food,{}
Tasty Sandwiches & Desserts,49.1919983,-122.8241091,food,food,{}
Katsu San,49.1699748,-123.181858,food,food,{}
Shanghai River Restaurant,49.1705269,-123.1387041,food,food,{}
Miku,49.2870647,-123.112828,food,food,{}
Aldergrove Cafe,49.0585006,-122.4603124,food,food,{}
Buddha-full - Lonsdale,49.3122034,-123.078959,food,food,{}
Leaf Tea Lounge,49.0314788,-122.8008503,food,food,{}
Coco,49.2618354,-122.890293,food,food,{}
Kokoro Ramen,49.2328886,-123.065755,food,food,{}
Oiso Kimchi Cafe,49.238811,-123.0509488,food,food,{}
Thierry,49.2848096,-123.1227296,food,food,{}
Mr. Mustache Tea & Dessert,49.2290279,-122.9989508,food,food,{}
Pho Thai Son Restaurant,49.2257507,-123.0659387,food,food,{}
BOX Chinese Express Kitchen,49.2258345,-123.0661329,food,food,{}
Kim Phung Restaurant,49.2318549,-123.0653376,food,food,{}
RGK BBQ,49.2320731,-123.0658018,food,food,{}
Shun Fa Noodle House,49.2319942,-123.0658214,food,food,{}
Happy Sushi,49.2335229,-123.0653161,food,food,{}
Pho Hue,49.2346086,-123.0657155,food,food,{}
Banh Mi Saigon,49.2353641,-123.0656869,food,food,{}
La Maison Da Nang,49.2376403,-123.0656949,food,food,{}
Bun Cha Ca Hoang Yen,49.2378772,-123.0656128,food,food,{}
Chau Veggie Express,49.2385372,-123.0651956,food,food,{}
Kozak Ukraїnian Eatery,49.2386583,-123.0655595,food,food,{}
17℃ Bubble Tea & Dessert Café,49.2430252,-123.060183,food,food,{}
Starlight Kitchen,49.2426381,-123.059223,food,food,{}
Royal Garden Seafood Restaurant,49.1807715,-123.134077,food,food,{}
Westview Oriental,49.3334059,-123.0886973,food,food,{}
Frying Pan,49.2883458,-123.140457,food,food,{}
Akira Sushi,49.2885437,-123.140147,food,food,{}
iGame Arena,49.2327765,-123.0237315,food,food,{}
Icy Bar,49.2320386,-123.0260825,food,food,{}
Diamond sweets & restaurant,49.1589776,-122.780884,food,food,{}
Full Ramen,49.1585249,-122.7810967,food,food,{}
Angel Cafe,49.2302467,-123.0909304,food,food,{}
Boba Monster,49.2321981,-123.0903909,food,food,{}
Green Leaf Bubble Tea,49.2322594,-123.0903936,food,food,{}
Sushi & Co,49.2252584,-123.090384,food,food,{}
Shoom Restaurant,49.2248465,-123.0909786,food,food,{}
Yu Xiang Yuan Restaurant,49.2246588,-123.0909787,food,food,{}
Samurai Sushi on Fraser,49.2262041,-123.090544,food,food,{}
Ho Yuen Kee Restaurant,49.2279638,-123.090488,food,food,{}
Ivy's Kitchen,49.2434204,-123.101142,food,food,{}
Corner 29,49.244604,-123.101102,food,food,{}
Chicken Box,49.2458734,-123.101471,food,food,{}
Alley 16,49.2570082,-123.1148128,food,food,{}
Falafel Cafe,49.2505192,-123.0764488,food,food,{}
Sun Bo Kong Vegetarian Restaurant,49.2507344,-123.0768216,food,food,{}
Grace of India,49.2511829,-123.0784268,food,food,{}
Hai Phong Vietnamese Restaurant,49.2511789,-123.0789198,food,food,{}
BT Cafe,49.2543121,-123.0850885,food,food,{}
Los Cuervos Taqueria & Cantina,49.2574692,-123.0911303,food,food,{}
The Lion's Den Cafe,49.2573117,-123.0900181,food,food,{}
Matchstick,49.2573188,-123.090214,food,food,{}
Euro Café,49.1955587,-123.1740616,food,food,{}
Bombay Kitchen On Denman,49.288583,-123.140079,food,food,{}
Hachibei,49.2568861,-123.121518,food,food,{}
Cantonese BBQ Seafood Restaurant,49.233419,-123.034894,food,food,{}
Happy Day Cafe,49.2336484,-123.03531,food,food,{}
Congee Noodle King,49.2340261,-123.035263,food,food,{}
Milk & Sugar Cafe,49.233308,-123.033883,food,food,{}
Oh My Toast,49.2335852,-123.034401,food,food,{}
Japanese Bistro Kamome,49.2371809,-123.032623,food,food,{}
Sunflower Bubble Tea,49.2380309,-123.032291,food,food,{}
Agra Tandoori Restaurant,49.2544329,-123.0204338,food,food,{}
Argo Greek,49.2544364,-123.020646,food,food,{}
Flower & Horse In Spring,49.2910377,-123.134512,food,food,{}
Kintaro Ramen,49.2915752,-123.135063,food,food,{}
Jinmi,49.2908264,-123.1361622,food,food,{}
Milano Coffee (Denman),49.2909386,-123.136538,food,food,{}
Ma Dang Goul,49.2909675,-123.136495,food,food,{}
Zakkushi,49.2911695,-123.1361902,food,food,{}
Ukrainian Village Restaurant,49.2914,-123.135787,food,food,{}
Hook Cantina,49.2869447,-123.14199,food,food,{}
Winter Bear Dessert & Teahouse,49.2904186,-123.137277,food,food,{}
Damso Restaurant,49.2906257,-123.136971,food,food,{}
Khaghan Restaurant,49.2907749,-123.13675,food,food,{}
Szechuan Delicious Restaurant,49.178677,-123.131809,food,food,{}
Cocoru,49.1784624,-123.1299646,food,food,{}
Chengdu Spicy Restaurant,49.1784638,-123.1298745,food,food,{}
